,States,Max. Demand Met during the day (MW),Shortage during maximum Demand (MW),Energy Met (MU),Drawal Schedule (MU),OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU),Date
29,sikkim,66,0,0.9,0.5,0.4,66,0.00,18.06.23
30,railways_east,12,0,0.1,0.2,-0.1,0,0.00,18.06.23
31,arunachalpradesh,141,0,2.5,2.4,-0.2,50,0.00,18.06.23
32,assam,1431,0,25.4,18.6,0.3,116,0.00,18.06.23
33,manipur,152,0,2.1,2.2,-0.1,22,0.00,18.06.23
34,meghalaya,292,12,4.4,1.0,-0.2,57,0.98,18.06.23
35,mizoram,90,0,1.6,1.6,-0.3,8,0.00,18.06.23
36,nagaland,121,0,2.3,2.1,-0.1,6,0.00,18.06.23
37,tripura,274,0,3.7,4.2,-0.1,96,0.00,18.06.23
0,punjab,14394,0,308.5,174.5,-1.8,233,0.00,18.07.23
1,haryana,10012,0,218.9,169.4,-2.0,138,0.00,18.07.23
2,rajasthan,13098,0,285.0,96.6,-1.8,363,0.00,18.07.23
3,delhi,5879,0,127.3,122.6,-2.3,67,0.00,18.07.23
4,up,25976,0,509.9,243.3,-0.7,390,0.00,18.07.23
5,uttarakhand,1959,0,44.0,27.8,-0.1,163,0.30,18.07.23
6,hp,1565,0,32.8,3.8,-0.4,56,0.00,18.07.23
7,j&k(ut)&ladakh(ut),2446,100,52.5,26.8,-0.5,193,0.12,18.07.23
8,chandigarh,352,0,7.1,7.3,-0.2,24,0.00,18.07.23
9,railways_north,152,0,3.2,3.5,-0.3,0,0.00,18.07.23
10,chhattisgarh,4514,0,100.3,53.5,-0.9,252,0.00,18.07.23
11,gujarat,17672,0,389.3,167.1,-0.6,392,0.00,18.07.23
12,mp,10867,0,232.0,120.5,-1.1,663,0.00,18.07.23
13,maharashtra,22723,0,495.4,186.3,-4.7,518,0.00,18.07.23
14,goa,622,0,12.5,12.8,-0.7,25,0.00,18.07.23
15,dnhddpdcl,1306,0,30.2,30.3,-0.1,31,0.00,18.07.23
16,amnsil,818,0,18.7,9.8,0.0,255,0.00,18.07.23
17,balco,522,0,12.4,12.5,-0.1,9,0.00,18.07.23
18,andhrapradesh,9403,0,199.8,30.2,-3.2,542,0.00,18.07.23
19,telangana,10595,0,210.6,101.1,-2.8,667,0.00,18.07.23
20,karnataka,11004,0,207.0,48.3,-2.7,432,0.00,18.07.23
21,kerala,3906,0,80.0,60.1,1.2,260,0.00,18.07.23
22,tamilnadu,17025,0,365.9,145.9,-3.7,462,0.00,18.07.23
23,puducherry,462,0,10.3,10.0,-0.4,16,0.00,18.07.23
24,bihar,6870,561,145.2,134.8,-0.7,281,2.30,18.07.23
25,dvc,3370,0,76.0,-38.5,-0.4,186,0.00,18.07.23
26,jharkhand,1784,0,36.9,32.3,0.2,114,0.00,18.07.23
27,odisha,6347,0,116.9,34.9,-0.1,283,0.00,18.07.23
28,westbengal,10087,0,215.0,104.2,-2.3,282,0.00,18.07.23
29,sikkim,83,0,1.2,1.2,0.0,19,0.00,18.07.23
30,railways_east,23,0,0.1,0.4,-0.2,9,0.00,18.07.23
31,arunachalpradesh,159,0,2.8,2.6,-0.4,20,0.00,18.07.23
32,assam,2255,0,43.7,35.2,1.0,129,0.00,18.07.23
33,manipur,190,0,2.7,2.7,0.0,22,0.00,18.07.23
34,meghalaya,323,0,5.5,0.9,-0.3,38,0.34,18.07.23
35,mizoram,112,0,1.9,1.6,-0.1,15,0.00,18.07.23
36,nagaland,164,0,2.9,2.6,-0.1,11,0.00,18.07.23
37,tripura,324,0,5.8,5.9,0.0,60,0.00,18.07.23
0,punjab,14479,0,315.3,185.8,0.6,370,0.00,18.08.23
1,haryana,12692,138,273.1,209.4,0.2,176,4.50,18.08.23
2,rajasthan,17148,154,351.8,124.6,1.7,477,8.02,18.08.23
3,delhi,7114,0,144.3,129.1,-1.3,144,0.00,18.08.23
4,up,25655,610,547.5,263.7,-0.6,444,7.78,18.08.23
5,uttarakhand,2148,0,46.2,24.6,1.6,204,2.40,18.08.23
6,hp,1658,0,35.3,-0.4,0.0,108,0.02,18.08.23
7,j&k(ut)&ladakh(ut),2555,0,52.2,28.6,-1.1,151,0.22,18.08.23
8,chandigarh,402,0,7.7,8.0,-0.3,24,0.00,18.08.23
9,railways_north,167,0,3.4,3.2,0.2,43,0.00,18.08.23
10,chhattisgarh,5187,0,114.6,63.5,-2.6,152,0.00,18.08.23
11,gujarat,21201,0,447.6,148.5,-2.4,498,0.00,18.08.23
12,mp,11811,0,255.8,125.7,-3.4,556,0.00,18.08.23
13,maharashtra,25798,0,558.7,216.5,-2.3,994,1.15,18.08.23
14,goa,642,0,13.4,13.2,-0.1,52,0.00,18.08.23
15,dnhddpdcl,1322,0,30.7,30.7,0.0,41,0.00,18.08.23
16,amnsil,839,0,15.6,5.6,-0.6,296,0.00,18.08.23
17,balco,522,0,12.4,12.5,-0.1,6,0.00,18.08.23
18,andhrapradesh,11358,0,231.6,73.2,-1.8,679,0.00,18.08.23
19,telangana,12941,0,254.1,132.0,0.6,641,0.00,18.08.23
20,karnataka,15908,0,280.1,104.6,1.5,1065,1.30,18.08.23
21,kerala,4165,0,86.8,67.5,2.2,467,0.00,18.08.23
22,tamilnadu,17212,0,374.5,150.6,-1.5,524,0.00,18.08.23
23,puducherry,438,0,9.9,9.6,-0.4,37,0.00,18.08.23
24,bihar,6813,263,142.8,142.8,-0.6,747,2.43,18.08.23
25,dvc,3377,0,75.1,-40.5,0.3,374,0.00,18.08.23
26,jharkhand,1672,0,36.7,31.7,0.5,194,0.35,18.08.23
27,odisha,4925,0,109.4,42.9,-0.6,302,0.00,18.08.23
28,westbengal,9147,0,202.6,81.5,-2.7,152,0.00,18.08.23
29,sikkim,84,0,1.2,1.1,0.1,26,0.00,18.08.23
30,railways_east,18,0,0.0,0.2,-0.2,12,0.00,18.08.23
31,arunachalpradesh,158,0,3.1,2.4,0.2,82,0.00,18.08.23
32,assam,2271,130,46.7,37.1,2.6,311,1.39,18.08.23
33,manipur,197,0,2.7,2.7,0.0,21,0.00,18.08.23
34,meghalaya,303,32,5.0,-0.1,0.0,62,0.64,18.08.23
35,mizoram,113,0,1.9,1.5,-0.2,8,0.00,18.08.23
36,nagaland,155,0,2.8,2.7,0.0,15,0.00,18.08.23
37,tripura,325,0,6.1,6.2,0.3,60,0.00,18.08.23
0,punjab,9594,0,190.5,112.6,-0.7,205,0.00,18.09.23
1,haryana,9366,0,190.9,149.3,-0.5,251,0.00,18.09.23
2,rajasthan,10799,0,239.1,78.1,-3.5,236,0.00,18.09.23
3,delhi,5495,0,114.8,103.9,-1.3,116,0.00,18.09.23
4,up,24420,0,460.9,208.3,0.4,1043,0.00,18.09.23
5,uttarakhand,2209,0,45.2,21.3,0.5,113,0.00,18.09.23
6,hp,1488,0,30.3,-0.3,-0.5,64,0.00,18.09.23
7,j&k(ut)&ladakh(ut),2399,0,48.0,23.8,1.0,170,0.00,18.09.23
8,chandigarh,301,0,6.0,6.4,-0.4,35,0.00,18.09.23
9,railways_north,176,0,3.4,3.5,-0.1,16,0.00,18.09.23
10,chhattisgarh,4526,0,101.2,48.8,-1.3,357,0.00,18.09.23
11,gujarat,15839,0,339.6,151.2,-0.4,1028,0.00,18.09.23
12,mp,10869,0,219.8,91.9,-2.4,334,0.00,18.09.23
13,maharashtra,24975,0,530.2,208.1,-3.2,653,0.00,18.09.23
14,goa,625,0,13.0,13.2,-0.7,29,0.00,18.09.23
15,dnhddpdcl,1268,0,28.8,29.0,-0.2,43,0.00,18.09.23
16,amnsil,820,0,18.5,9.1,0.1,71,0.00,18.09.23
17,balco,520,0,12.4,12.5,-0.1,5,0.00,18.09.23
18,andhrapradesh,11309,0,226.9,84.4,0.0,651,0.00,18.09.23
19,telangana,14118,0,276.7,143.6,2.1,721,0.00,18.09.23
20,karnataka,12940,0,226.6,69.5,-3.8,656,0.00,18.09.23
21,kerala,3857,0,76.9,64.2,1.4,253,0.00,18.09.23
22,tamilnadu,14384,0,306.5,145.9,0.1,1171,0.00,18.09.23
23,puducherry,382,0,8.4,8.0,-0.3,53,0.00,18.09.23
24,bihar,7144,0,152.2,145.2,1.1,391,0.19,18.09.23
25,dvc,3491,0,76.0,-26.3,1.8,685,0.00,18.09.23
26,jharkhand,1681,165,36.4,30.9,0.4,225,1.91,18.09.23
27,odisha,5919,0,129.1,56.4,-1.1,478,0.00,18.09.23
28,westbengal,9768,0,192.7,75.0,-3.3,61,0.00,18.09.23
29,sikkim,84,0,1.2,1.3,-0.2,12,0.00,18.09.23
30,railways_east,22,0,0.2,0.2,-0.1,3,0.00,18.09.23
31,arunachalpradesh,156,0,3.0,3.1,-0.4,35,0.00,18.09.23
32,assam,2127,0,42.8,33.6,1.8,222,0.00,18.09.23
33,manipur,190,0,2.5,2.8,-0.3,27,0.00,18.09.23
34,meghalaya,338,8,5.8,1.9,-0.1,31,0.11,18.09.23
35,mizoram,105,0,1.7,1.5,-0.4,5,0.00,18.09.23
36,nagaland,169,0,2.7,2.5,-0.2,18,0.00,18.09.23
37,tripura,290,0,5.1,5.2,0.0,62,0.00,18.09.23
0,punjab,7160,0,143.3,45.1,-0.6,187,0.00,18.10.23
1,haryana,7659,0,158.2,100.9,-1.7,357,0.00,18.10.23
2,rajasthan,13372,0,275.7,80.0,-3.6,221,0.00,18.10.23
3,delhi,4095,0,80.7,63.8,-0.8,156,0.00,18.10.23
4,up,18841,0,335.3,100.8,-1.6,874,0.00,18.10.23
5,uttarakhand,1913,40,37.8,25.0,0.8,150,0.38,18.10.23
6,hp,1836,32,33.0,20.3,0.2,197,0.38,18.10.23
7,j&k(ut)&ladakh(ut),2321,0,48.0,38.0,-1.2,178,0.00,18.10.23
8,chandigarh,198,0,3.6,3.5,0.1,41,0.00,18.10.23
9,railways_north,178,0,3.5,3.4,0.0,51,0.00,18.10.23
10,chhattisgarh,5251,0,117.8,57.0,-1.4,130,0.00,18.10.23
11,gujarat,20498,0,418.2,159.1,0.7,576,0.00,18.10.23
12,mp,13521,0,295.3,174.6,-1.4,722,0.00,18.10.23
13,maharashtra,28059,0,626.4,278.0,2.2,1088,0.52,18.10.23
14,goa,705,0,14.4,13.4,0.6,94,0.00,18.10.23
15,dnhddpdcl,1299,0,29.9,29.8,0.1,60,0.00,18.10.23
16,amnsil,851,0,17.5,8.0,0.0,313,0.00,18.10.23
17,balco,521,0,12.4,12.4,0.0,31,0.00,18.10.23
18,andhrapradesh,12797,0,246.8,131.5,-0.6,567,0.00,18.10.23
19,telangana,14244,0,281.6,149.9,-0.3,519,0.00,18.10.23
20,karnataka,14715,0,269.8,100.4,-2.0,727,0.00,18.10.23
21,kerala,4099,0,82.2,61.4,1.1,256,0.00,18.10.23
22,tamilnadu,16203,0,332.6,195.4,1.1,966,0.00,18.10.23
23,puducherry,449,0,10.2,9.7,-0.2,29,0.00,18.10.23
24,bihar,5568,0,113.5,104.3,-0.9,259,1.23,18.10.23
25,dvc,3281,0,72.0,-28.8,2.2,367,0.00,18.10.23
26,jharkhand,1474,0,31.7,24.5,-0.7,316,2.70,18.10.23
27,odisha,5401,0,120.1,38.9,-1.6,236,0.00,18.10.23
28,westbengal,9139,0,190.8,62.7,-2.5,238,0.00,18.10.23
29,sikkim,86,0,1.2,0.8,0.4,50,0.00,18.10.23
30,railways_east,14,0,0.2,0.2,0.0,6,0.00,18.10.23
31,arunachalpradesh,153,0,2.5,2.2,0.1,79,0.00,18.10.23
32,assam,2045,0,37.2,28.5,1.6,164,0.00,18.10.23
33,manipur,206,0,2.7,2.8,-0.2,21,0.00,18.10.23
34,meghalaya,326,21,5.7,3.2,-0.1,69,0.13,18.10.23
35,mizoram,124,0,1.8,1.5,-0.2,18,0.00,18.10.23
36,nagaland,154,0,2.7,2.5,-0.1,13,0.00,18.10.23
37,tripura,293,0,5.6,6.5,0.1,33,0.00,18.10.23
0,punjab,7172,0,135.6,28.7,-2.0,456,0.00,19.04.23
1,haryana,8216,0,153.6,89.8,-3.1,586,2.88,19.04.23
2,rajasthan,13680,0,271.4,71.5,-2.7,201,6.04,19.04.23
3,delhi,5232,0,107.1,96.1,-2.4,179,0.01,19.04.23
4,up,22923,0,435.8,165.8,0.7,641,2.63,19.04.23
5,uttarakhand,2093,0,42.2,24.7,-0.6,150,0.92,19.04.23
6,hp,1473,0,29.3,12.2,-0.4,112,0.09,19.04.23
7,j&k(ut)&ladakh(ut),2827,0,58.2,39.7,0.5,396,0.00,19.04.23
8,chandigarh,237,0,4.8,5.2,-0.4,15,0.00,19.04.23
9,railways_north,182,0,3.9,3.0,1.0,73,0.00,19.04.23
10,chhattisgarh,5618,0,129.8,75.2,-1.8,348,0.38,19.04.23
11,gujarat,21074,0,458.1,174.7,-1.4,708,0.00,19.04.23
12,mp,11948,0,266.2,140.1,-2.7,490,0.00,19.04.23
13,maharashtra,28165,0,606.7,199.1,-0.2,655,0.00,19.04.23
14,goa,746,0,15.8,15.5,-0.1,94,0.00,19.04.23
15,dnhddpdcl,1271,0,29.6,30.1,-0.5,39,0.00,19.04.23
16,amnsil,868,0,18.1,4.9,0.2,303,0.00,19.04.23
17,balco,518,0,12.4,12.5,-0.1,5,0.00,19.04.23
18,andhrapradesh,12133,0,246.5,106.1,1.3,494,0.00,19.04.23
19,telangana,12674,0,251.7,117.2,0.9,571,0.00,19.04.23
20,karnataka,15752,0,307.8,120.4,0.6,913,0.00,19.04.23
21,kerala,4893,0,103.3,74.8,0.2,203,0.00,19.04.23
22,tamilnadu,19087,0,409.4,257.0,-0.5,523,0.00,19.04.23
23,puducherry,461,0,10.3,10.1,-0.5,32,0.00,19.04.23
24,bihar,6456,364,127.7,119.7,0.6,407,2.79,19.04.23
25,dvc,3714,0,80.6,-45.7,1.7,389,0.00,19.04.23
26,jharkhand,1857,0,35.9,31.5,-4.4,143,1.40,19.04.23
27,odisha,7192,0,141.7,64.0,-2.5,361,0.00,19.04.23
28,westbengal,11298,0,242.1,104.0,-2.3,367,0.00,19.04.23
29,sikkim,98,0,1.6,1.4,0.2,67,0.00,19.04.23
30,arunachalpradesh,128,0,2.4,2.4,-0.1,47,0.00,19.04.23
31,assam,1802,0,32.9,27.9,-1.1,182,0.00,19.04.23
32,manipur,207,4,2.9,2.7,0.2,36,0.04,19.04.23
33,meghalaya,269,76,4.8,3.2,0.2,48,1.76,19.04.23
34,mizoram,112,0,2.0,1.5,-0.2,20,0.00,19.04.23
35,nagaland,145,0,3.0,2.6,0.5,16,0.00,19.04.23
36,tripura,334,0,6.3,5.4,0.5,78,0.00,19.04.23
0,punjab,8622,0,187.4,67.2,-0.3,174,0.00,19.05.23
1,haryana,8900,438,188.1,131.5,-0.8,211,1.71,19.05.23
2,rajasthan,15171,0,307.8,100.7,-3.0,287,2.81,19.05.23
3,delhi,5458,0,111.9,102.7,-3.5,82,0.00,19.05.23
4,up,24302,220,486.7,203.4,-0.6,417,3.89,19.05.23
5,uttarakhand,2226,0,47.9,27.2,1.2,152,0.13,19.05.23
6,hp,1633,0,32.3,10.6,0.5,111,0.00,19.05.23
7,j&k(ut)&ladakh(ut),2784,0,57.6,36.6,0.2,265,0.01,19.05.23
8,chandigarh,271,0,5.6,5.8,-0.2,15,0.00,19.05.23
9,railways_north,179,0,3.8,3.2,0.7,54,0.00,19.05.23
10,chhattisgarh,4747,0,106.0,51.2,-2.3,268,0.00,19.05.23
11,gujarat,20825,0,443.6,202.6,1.5,826,0.00,19.05.23
12,mp,12286,0,271.7,152.2,-3.3,288,0.00,19.05.23
13,maharashtra,27399,0,593.5,204.8,-1.9,1027,0.49,19.05.23
14,goa,741,0,16.0,15.8,-0.2,77,0.00,19.05.23
15,dnhddpdcl,1239,0,28.9,29.1,-0.2,56,0.00,19.05.23
16,amnsil,818,0,18.4,9.6,-0.2,260,0.00,19.05.23
17,balco,518,0,12.4,12.4,0.0,8,0.00,19.05.23
18,andhrapradesh,12616,0,247.9,97.6,0.0,785,0.00,19.05.23
19,telangana,9821,0,204.1,85.7,2.0,713,0.00,19.05.23
20,karnataka,15111,0,286.2,96.7,3.7,1215,0.00,19.05.23
21,kerala,4793,0,98.2,66.5,0.3,321,0.00,19.05.23
22,tamilnadu,18222,0,391.3,225.3,-0.2,428,0.00,19.05.23
23,puducherry,493,0,11.0,10.6,0.2,64,0.00,19.05.23
24,bihar,5922,0,126.0,117.1,-2.6,252,1.02,19.05.23
25,dvc,3500,0,78.5,-44.2,2.0,471,0.00,19.05.23
26,jharkhand,1728,25,35.3,28.9,-2.2,254,1.41,19.05.23
27,odisha,6529,0,125.6,59.8,-3.2,350,0.00,19.05.23
28,westbengal,9454,0,177.0,54.2,-2.6,407,0.00,19.05.23
29,sikkim,96,0,1.4,1.0,0.4,46,0.00,19.05.23
30,railways_east,8,0,0.2,0.2,0.0,0,0.00,19.05.23
31,arunachalpradesh,161,0,2.7,2.9,-0.3,41,0.00,19.05.23
32,assam,1824,0,31.9,25.1,0.9,150,0.30,19.05.23
33,manipur,172,0,2.4,2.3,0.0,23,0.00,19.05.23
34,meghalaya,305,17,4.7,3.2,-0.1,53,1.13,19.05.23
35,mizoram,116,0,1.7,1.7,-0.2,18,0.00,19.05.23
36,nagaland,146,0,2.4,2.4,-0.1,11,0.00,19.05.23
37,tripura,287,0,4.8,4.5,0.2,60,0.00,19.05.23
0,punjab,13793,0,264.1,146.8,-1.4,342,0.00,19.06.23
1,haryana,10129,0,216.6,158.6,-2.1,112,0.00,19.06.23
2,rajasthan,10280,0,221.3,27.4,-5.3,453,0.00,19.06.23
3,delhi,6255,0,125.2,111.6,-2.0,151,0.00,19.06.23
4,up,25680,0,541.4,262.9,-2.2,301,0.00,19.06.23
5,uttarakhand,2401,0,52.5,25.0,-1.2,118,0.04,19.06.23
6,hp,1535,5,31.3,-3.3,0.3,142,0.05,19.06.23
7,j&k(ut)&ladakh(ut),2453,90,48.2,21.2,1.2,265,0.54,19.06.23
8,chandigarh,363,0,6.9,7.0,-0.1,31,0.00,19.06.23
9,railways_north,183,0,3.9,3.3,0.5,46,0.00,19.06.23
10,chhattisgarh,5213,0,120.6,62.2,1.2,414,0.17,19.06.23
11,gujarat,17131,0,364.0,157.8,-7.0,845,0.00,19.06.23
12,mp,10896,0,242.2,116.3,-4.3,546,0.00,19.06.23
13,maharashtra,28474,0,627.3,220.1,5.5,1223,0.00,19.06.23
14,goa,707,0,14.3,14.4,-0.6,85,0.00,19.06.23
15,dnhddpdcl,1291,0,29.6,29.9,-0.3,75,0.00,19.06.23
16,amnsil,791,0,17.3,8.6,-0.1,281,0.00,19.06.23
17,balco,520,0,12.4,12.4,0.0,522,0.00,19.06.23
18,andhrapradesh,11734,0,243.9,88.4,0.9,793,0.00,19.06.23
19,telangana,11375,0,221.2,109.6,0.1,600,0.00,19.06.23
20,karnataka,14198,0,269.1,88.2,2.9,1318,0.00,19.06.23
21,kerala,4103,0,81.3,63.8,2.1,549,0.00,19.06.23
22,tamilnadu,16693,0,341.1,169.8,-4.4,839,0.00,19.06.23
23,puducherry,423,0,9.2,9.1,-0.6,47,0.00,19.06.23
24,bihar,6468,0,139.1,131.6,-2.2,339,1.32,19.06.23
25,dvc,3594,0,78.6,-44.2,0.5,378,0.00,19.06.23
26,jharkhand,1707,0,37.7,30.7,-1.9,216,0.00,19.06.23
27,odisha,6054,0,118.2,52.6,-4.5,336,0.00,19.06.23
28,westbengal,9640,0,197.2,70.8,-2.2,523,0.00,19.06.23
29,sikkim,88,0,1.3,1.4,0.0,25,0.00,19.06.23
30,railways_east,14,0,0.1,0.2,-0.1,0,0.00,19.06.23
31,arunachalpradesh,150,0,2.5,2.5,-0.2,106,0.00,19.06.23
32,assam,1689,0,27.9,20.8,0.5,123,0.00,19.06.23
33,manipur,159,0,2.4,2.4,-0.1,16,0.00,19.06.23
34,meghalaya,289,4,4.5,0.9,-0.3,77,1.02,19.06.23
35,mizoram,104,0,1.6,1.6,-0.3,27,0.00,19.06.23
36,nagaland,137,0,2.3,2.2,-0.3,17,0.00,19.06.23
37,tripura,240,0,4.0,4.9,-0.1,58,0.00,19.06.23
0,punjab,12976,0,286.7,162.1,-1.4,130,0.00,19.07.23
1,haryana,9804,750,215.8,162.8,-0.8,186,2.50,19.07.23
2,rajasthan,13107,0,280.4,101.3,2.8,459,2.35,19.07.23
3,delhi,6466,0,130.2,118.9,-1.4,158,0.00,19.07.23
4,up,27001,0,531.7,255.1,0.1,271,0.46,19.07.23
5,uttarakhand,2060,0,45.1,24.0,0.5,403,0.07,19.07.23
6,hp,1601,0,32.8,0.7,-0.5,142,0.01,19.07.23
7,j&k(ut)&ladakh(ut),2420,0,46.3,22.5,-2.3,167,0.00,19.07.23
8,chandigarh,348,0,7.0,7.1,0.0,31,0.00,19.07.23
9,railways_north,149,0,3.2,3.5,-0.3,8,0.00,19.07.23
10,chhattisgarh,4838,0,105.8,56.2,0.2,410,0.00,19.07.23
11,gujarat,16825,0,378.9,159.3,-1.1,897,0.00,19.07.23
12,mp,11185,0,242.9,140.0,2.2,996,0.00,19.07.23
13,maharashtra,21745,0,478.4,165.4,-1.7,612,0.00,19.07.23
14,goa,586,0,11.9,12.0,-0.5,38,0.00,19.07.23
15,dnhddpdcl,1297,0,30.0,29.9,0.1,29,0.00,19.07.23
16,amnsil,862,0,17.0,10.7,-0.9,242,0.00,19.07.23
17,balco,520,0,12.4,12.5,-0.1,39,0.00,19.07.23
18,andhrapradesh,8893,0,193.7,22.9,0.8,571,0.00,19.07.23
19,telangana,10039,0,189.9,74.8,0.8,620,0.00,19.07.23
20,karnataka,10657,0,201.6,23.5,-2.4,472,0.00,19.07.23
21,kerala,3891,0,78.3,55.5,1.5,318,0.00,19.07.23
22,tamilnadu,16797,0,368.6,152.3,-3.0,366,0.00,19.07.23
23,puducherry,431,0,10.1,9.6,-0.3,42,0.00,19.07.23
24,bihar,6886,383,148.6,139.0,-0.9,252,4.63,19.07.23
25,dvc,3429,0,76.2,-31.7,-1.1,203,0.00,19.07.23
26,jharkhand,1729,0,36.5,32.0,-0.2,137,0.48,19.07.23
27,odisha,6526,0,118.4,37.6,-0.8,488,0.00,19.07.23
28,westbengal,10280,0,222.1,109.8,-1.2,278,0.00,19.07.23
29,sikkim,88,0,1.2,1.1,0.0,34,0.00,19.07.23
30,railways_east,23,0,0.1,0.3,-0.2,6,0.00,19.07.23
31,arunachalpradesh,171,0,3.0,2.4,0.2,48,0.00,19.07.23
32,assam,2370,0,46.7,38.4,0.8,138,0.00,19.07.23
33,manipur,202,0,2.7,2.8,-0.1,21,0.00,19.07.23
34,meghalaya,322,0,5.3,0.6,-0.2,37,0.59,19.07.23
35,mizoram,116,0,1.8,1.6,-0.2,14,0.00,19.07.23
36,nagaland,168,0,3.0,2.6,0.0,19,0.00,19.07.23
37,tripura,325,0,6.0,5.7,0.1,52,0.00,19.07.23
0,punjab,14955,0,328.4,199.9,-0.5,177,0.00,19.08.23
1,haryana,11824,0,254.2,197.1,-0.9,217,5.17,19.08.23
2,rajasthan,16612,0,343.3,129.6,0.5,432,7.45,19.08.23
3,delhi,6902,0,138.9,119.9,-0.8,209,0.00,19.08.23
4,up,25367,0,537.2,253.6,2.1,563,7.37,19.08.23
5,uttarakhand,2248,0,49.4,22.5,1.0,159,0.46,19.08.23
6,hp,1651,0,35.6,-0.3,1.3,174,0.26,19.08.23
7,j&k(ut)&ladakh(ut),2522,125,52.2,28.4,-1.9,129,0.24,19.08.23
8,chandigarh,371,0,7.4,7.6,-0.2,18,0.00,19.08.23
9,railways_north,165,0,3.2,3.2,-0.1,39,0.00,19.08.23
10,chhattisgarh,4771,0,106.8,54.0,-1.1,301,0.00,19.08.23
11,gujarat,22470,0,458.7,154.2,-0.1,717,0.00,19.08.23
12,mp,10848,0,237.9,117.5,-3.3,770,0.00,19.08.23
13,maharashtra,25013,0,540.3,219.4,-3.9,682,0.50,19.08.23
14,goa,629,0,13.1,12.8,-0.1,56,0.00,19.08.23
15,dnhddpdcl,1310,0,30.6,30.8,-0.2,40,0.00,19.08.23
16,amnsil,845,0,15.4,5.5,-0.3,269,0.00,19.08.23
17,balco,521,0,12.5,12.5,0.0,11,0.00,19.08.23
18,andhrapradesh,11076,0,224.8,69.9,-0.8,453,0.00,19.08.23
19,telangana,10505,0,210.6,98.1,-1.8,625,0.00,19.08.23
20,karnataka,14241,0,257.4,92.5,0.8,897,0.00,19.08.23
21,kerala,4032,0,83.3,66.5,2.3,812,0.00,19.08.23
22,tamilnadu,16985,0,363.8,144.2,-4.7,428,0.00,19.08.23
23,puducherry,454,0,9.9,9.9,-0.7,24,0.00,19.08.23
24,bihar,6915,410,143.0,138.9,1.7,565,2.57,19.08.23
25,dvc,3400,0,75.4,-39.6,0.3,277,0.00,19.08.23
26,jharkhand,1748,0,38.1,30.7,2.0,225,0.73,19.08.23
27,odisha,5231,0,115.9,43.3,1.2,365,0.02,19.08.23
28,westbengal,9435,0,205.4,83.1,-2.9,56,0.00,19.08.23
29,sikkim,77,0,1.1,1.1,0.1,19,0.00,19.08.23
30,railways_east,31,0,0.2,0.2,0.1,20,0.00,19.08.23
31,arunachalpradesh,160,0,2.8,2.4,0.0,50,0.00,19.08.23
32,assam,2163,0,44.8,34.9,2.7,268,3.42,19.08.23
33,manipur,188,0,2.8,2.7,0.0,69,0.00,19.08.23
34,meghalaya,325,0,5.1,0.0,-0.1,44,0.42,19.08.23
35,mizoram,119,0,2.0,1.6,-0.2,6,0.00,19.08.23
36,nagaland,159,0,2.8,2.5,0.0,38,0.00,19.08.23
37,tripura,318,0,6.1,6.6,0.4,72,0.00,19.08.23
0,punjab,8501,0,192.0,117.1,-2.5,304,0.00,19.09.23
1,haryana,9530,0,201.6,148.0,1.4,359,1.16,19.09.23
2,rajasthan,11287,0,242.8,90.0,-4.3,298,0.00,19.09.23
3,delhi,6009,0,124.5,111.6,-1.8,131,0.00,19.09.23
4,up,25171,0,496.0,225.5,-1.6,556,0.00,19.09.23
5,uttarakhand,2285,0,48.0,23.5,0.4,109,0.00,19.09.23
6,hp,1582,0,31.8,1.4,-0.4,50,0.00,19.09.23
7,j&k(ut)&ladakh(ut),2448,0,46.6,23.1,0.3,191,0.08,19.09.23
8,chandigarh,319,0,6.4,6.4,-0.1,35,0.00,19.09.23
9,railways_north,167,0,3.5,3.5,0.0,31,0.00,19.09.23
10,chhattisgarh,4784,0,109.3,55.2,0.5,319,0.00,19.09.23
11,gujarat,15599,0,336.0,152.7,0.0,851,0.00,19.09.23
12,mp,11465,0,238.5,116.5,-4.2,349,0.00,19.09.23
13,maharashtra,22881,0,505.5,190.8,-4.2,785,0.00,19.09.23
14,goa,521,0,11.6,11.1,-0.1,49,0.00,19.09.23
15,dnhddpdcl,1219,0,27.5,27.5,0.0,43,0.00,19.09.23
16,amnsil,833,0,17.9,9.5,-0.1,71,0.00,19.09.23
17,balco,520,0,12.4,12.4,0.0,65,0.00,19.09.23
18,andhrapradesh,11566,0,233.7,87.2,0.2,523,0.00,19.09.23
19,telangana,14906,0,286.7,162.9,1.7,1029,0.00,19.09.23
20,karnataka,13320,0,236.5,65.2,-0.8,1016,0.00,19.09.23
21,kerala,3949,0,78.2,63.0,1.2,238,0.00,19.09.23
22,tamilnadu,15795,0,321.6,153.6,0.2,911,0.00,19.09.23
23,puducherry,439,0,9.5,9.0,-0.2,53,0.00,19.09.23
24,bihar,7202,269,149.7,141.0,2.8,508,3.90,19.09.23
25,dvc,3475,0,77.4,-21.2,2.1,395,0.00,19.09.23
26,jharkhand,1582,0,36.2,29.6,1.4,326,3.29,19.09.23
27,odisha,5404,0,122.3,49.8,-2.9,300,0.00,19.09.23
28,westbengal,8793,0,185.7,64.2,-3.9,30,0.00,19.09.23
29,sikkim,96,0,1.3,1.5,-0.2,4,0.00,19.09.23
